亀;tortoise, turtle, tortue;かめ;キ, キュウ, キン;1
偽;falsehood, lie, deceive;いつわ.る, にせ, いつわ.り;ギ, カ;1
儀;ceremony, rule, affair;;ギ;1
宜;best regards, good, convenable;よろ.しい, よろ.しく;ギ;1
戯;frolic, play, sport;たわむ.れる, ざ.れる, じゃ.れる;ギ, ゲ;1
擬;mimic, aim (a gun) at, nominate;まが.い, もど.き;ギ;1
欺;deceit, cheat, delude;あざむ.く;ギ;1
犠;sacrifice, sacrifice, sacrificio;いけにえ;ギ, キ;1
義;righteousness, justice, morality;;ギ;1
誼;friendship, intimacy, amistad;よしみ, よい;ギ;1
菊;chrysanthemum, chrysanthème, crisantemo;;キク;1
鞠;ball, bola;まり;キク, キュウ;1
吉;good luck, joy, congratulations;よし;キチ, キツ;1
橘;mandarin orange, mandarina, cítricos;たちばな;キツ;1
却;instead, on the contrary, rather;かえ.って, しりぞ.く, しりぞ.ける;キャク;1
脚;skids, leg, undercarriage;あし;キャク, キャ, カク;1
虐;tyrannize, oppress, tyranniser;しいた.げる;ギャク;1
丘;hill, knoll, colline;おか;キュウ;1
及;reach out, exert, exercise;およ.ぶ, およ.び, および;キュウ;1
宮;Shinto shrine, constellations, palace;みや;キュウ, グウ, ク;1
弓;bow, bow (archery, violin), arc;ゆみ;キュウ;1
朽;decay, rot, remain in seclusion;く.ちる;キュウ;1
窮;hard up, destitute, suffer;きわ.める, きわ.まる, きわ.まり;キュウ, キョウ;1
糾;twist, ask, investigate;ただ.す;キュウ;1
拒;repel, refuse, reject;こば.む;キョ, ゴ;1
拠;foothold, based on, follow;よ.る;キョ, コ;1
挙;raise, plan, project;あ.げる, あ.がる, こぞ.る;キョ;1
虚;void, emptiness, unpreparedness;むな.しい, うつ.ろ;キョ, コ;1
距;long-distance, spur, fetlock;へだ.たる, けづめ;キョ;1
亨;pass through, go smoothly, pasar;とお.る;コウ, キョウ, ホウ;1
享;enjoy, receive, undergo;う.ける;キョウ, コウ;1
凶;villain, evil, bad luck;;キョウ;1
匡;correct, save, assist;すく.う;キョウ, オウ;1
喬;high, boasting, alto;たか.い;キョウ;1
峡;gorge, ravine, gorge;はざま;キョウ, コウ;1
恭;respect, reverent, respectueux;うやうや.しい;キョウ;1
狂;lunatic, insane, crazy;くる.う, くる.おしい, くるお.しい;キョウ;1
矯;rectify, straighten, correct;た.める;キョウ;1
脅;threaten, coerce, menacer;おびや.かす, おど.す, おど.かす;キョウ;1
興;entertain, revive, retrieve;おこ.る, おこ.す;コウ, キョウ;1
郷;home town, village, native place;さと;キョウ, ゴウ;1
鏡;mirror, speculum, barrel-head;かがみ;キョウ, ケイ;1
響;echo, sound, resound;ひび.く;キョウ;1
驚;wonder, be surprised, frightened;おどろ.く, おどろ.かす;キョウ;1
仰;face-up, look up, depend;あお.ぐ, おお.せ, お.っしゃる;ギョウ, コウ;1
凝;congeal, freeze, stiff;こ.る, こ.らす, こご.らす;ギョウ;1
尭;high, far, Yao (rey de la Antigua China);たか.い;ギョウ;1
暁;daybreak, dawn, in the event;あかつき, さと.る;ギョウ, キョウ;1
桐;paulownia, paulownia, paulonia (planta);きり;トウ, ドウ;1
錦;brocade, fine dress, honors;にしき;キン;1
斤;axe, 1.32 lb, catty;;キン;1
欣;take pleasure in, rejoice, alegrarse;よろこ.ぶ, よろこ.び;キン, ゴン, コン;1
欽;respect, revere, long for;つつし.む;キン, コン;1
琴;harp, koto, koto;こと;キン;1
筋;muscle, sinew, tendon;すじ;キン;1
緊;tense, solid, hard;し.める, し.まる;キン;1
芹;parsley, perejil;せり;キン;1
菌;germ, fungus, bacteria;;キン;1
衿;neck, collar, lapel;えり;キン, コン;1
襟;collar, neck, lapel;えり;キン;1
謹;discreet, reverently, humbly;つつし.む;キン;1
吟;versify, singing, recital;;ギン;1
句;phrase, clause, sentence;;ク;1
玖;beautiful black jewel, nine, joya negra;;キュウ, ク;1
矩;ruler, carpenter's square, regla;かね, かねざし, さしがね;ク;1
駆;drive, run, gallop;か.ける, か.る;ク;1
駒;pony, horse, colt;こま;ク;1
愚;foolish, folly, absurdity;おろ.か;グ;1
虞;fear, uneasiness, anxiety;おそれ, おもんぱか.る, はか.る;グ;1
遇;meet, encounter, interview;あ.う;グウ;1
屈;yield, bend, flinch;かが.む, かが.める;クツ;1
熊;bear, ours, oso;くま;ユウ;1
栗;chestnut, châtaigne, castaña;くり, おののく;リツ, リ;1
繰;winding, reel, spin;く.る;ソウ;1
桑;mulberry, mûrier, mora;くわ;ソウ;1
勲;meritorious deed, merit, mérite;いさお;クン;1
薫;send forth fragrance, fragrant, be scented;かお.る;クン;1
郡;county, district, comté;こおり;グン;1
袈;a coarse camlet, tejido vulgar, tela de mala calidad;;ケ, カ;1
刑;punish, penalty, sentence;;ケイ;1
啓;disclose, open, say;ひら.く, さと.す;ケイ;1
圭;square jewel, corner, angle;;ケイ, ケ;1
契;pledge, promise, vow;ちぎ.る;ケイ;1
径;diameter, path, method;みち, こみち, さしわたし;ケイ;1
慶;jubilation, congratulate, rejoice;よろこ.び;ケイ;1
慧;wise, inteligencia, astucia;さとい;ケイ, エ;1
憩;recess, rest, relax;いこ.い, いこ.う;ケイ;1
掲;put up (a notice), put up, hoist;かか.げる;ケイ;1
携;portable, carry (in hand), armed with;たずさ.える, たずさ.わる;ケイ;1
桂;Japanese Judas-tree, cinnamon tree, gainier japonais;かつら;ケイ;1
渓;mountain stream, valley, torrent;たに, たにがわ;ケイ;1
系;lineage, system, lignée;;ケイ;1
継;inherit, succeed, continue;つ.ぐ, まま-;ケイ;1
茎;stalk, stem, tige;くき;ケイ, キョウ;1
蛍;lightning-bug, firefly, ver luisant;ほたる;ケイ;1
鶏;chicken, poule, pollo;にわとり, とり;ケイ;1
鯨;whale, baleine, ballena;くじら;ゲイ;1
撃;beat, attack, defeat;う.つ;ゲキ;1
激;violent, get excited, enraged;はげ.しい;ゲキ;1
傑;greatness, excellence, grandeur;すぐ.れる;ケツ;1
潔;undefiled, pure, clean;いさぎよ.い;ケツ;1
穴;hole, aperture, slit;あな;ケツ;1
倹;frugal, economy, thrifty;つま.しい, つづまやか;ケン;1
兼;concurrently, and, beforehand;か.ねる, -か.ねる;ケン;1
剣;sabre, sword, blade;つるぎ;ケン;1
圏;sphere, circle, radius;かこ.い;ケン;1
堅;strict, hard, solid;かた.い, -がた.い;ケン;1
嫌;dislike, detest, hate;きら.う, きら.い, いや;ケン, ゲン;1
憲;constitution, law, constitution;;ケン;1
懸;state of suspension, hang, depend;か.ける, か.かる;ケン, ケ;1
拳;fist, puño (cerrado);こぶし;ケン, ゲン;1
献;offering, counter for drinks, present;たてまつ.る;ケン, コン;1
絹;silk, soie, seda;きぬ;ケン;1
謙;self-effacing, humble oneself, condescend;へりくだ.る;ケン;1
遣;dispatch, despatch, send;つか.う, -つか.い, -づか.い;ケン;1
顕;appear, existing, apparaître;あきらか, あらわ.れる;ケン;1
厳;stern, strictness, severity;おごそ.か, きび.しい, いか.めしい;ゲン, ゴン;1
幻;phantasm, vision, dream;まぼろし;ゲン;1
弦;bowstring, chord, hypotenuse;つる;ゲン;1
源;source, origin, source;みなもと;ゲン;1
玄;mysterious, occultness, mystérieux;;ゲン;1
絃;string, cord, samisen music;いと;ゲン;1
孤;orphan, alone, orphelin;;コ;1
己;self, soi, serpent;おのれ, つちのと, な;コ, キ;1
弧;arc, arch, bow;;コ;1
胡;barbarian, foreign, bárbaro;なんぞ;ウ, コ, ゴ;1
虎;tiger, drunkard, tigre;とら;コ;1
誇;boast, be proud, pride;ほこ.る;コ;1
顧;look back, review, examine oneself;かえり.みる;コ;1
鼓;drum, beat, rouse;つづみ;コ;1
伍;five, five-man squad, file;いつつ;ゴ;1
呉;give, do something for, kingdom of Wu;く.れる, くれ;ゴ;1
吾;I, my, our;われ, わが-, あ-;ゴ;1
娯;recreation, pleasure, divertissement;;ゴ;1
悟;enlightenment, perceive, discern;さと.る;ゴ;1
梧;Chinese parasol tree, phoenix tree, árbol parasol chino;あおぎり;ゴ;1
瑚;ancestral offering receptacle, coral, ancestral receptáculo para ofrendas;;コ, ゴ;1
碁;Go, Go, juego del Go;;ゴ;1
護;safeguard, protect, protection;まも.る;ゴ;1
鯉;carp, carpe, carpa;こい;リ;1
侯;marquis, lord, daimyo;;コウ;1
倖;happiness, luck, felicidad;しあわ.せ, さいわ.い;コウ;1
功;achievement, merits, success;いさお;コウ, ク;1
后;empress, queen, after;きさき;コウ, ゴ;1
坑;pit, hole, mine;;コウ;1
孔;cavity, hole, slit;あな;コウ;1
孝;filial piety, child's respect, piété filiale;;コウ, キョウ;1
宏;wide, large, amplio;ひろ.い;コウ;1
巧;adroit, skilled, ingenuity;たく.み, たく.む, うま.い;コウ;1
弘;vast, broad, wide;ひろ.い;コウ, グ;1
恒;constancy, always, constance;つね, つねに;コウ;1
慌;disconcerted, be confused, lose one's head;あわ.てる, あわ.ただしい;コウ;1
抗;confront, resist, defy;あらが.う;コウ;1
拘;arrest, seize, concerned;かか.わる;コウ;1
控;withdraw, draw in, hold back;ひか.える, ひか.え;コウ;1
攻;aggression, attack, criticize;せ.める;コウ;1
昂;rise, subir, elevar;あ.がる, たか.い, たか.ぶる;コウ, ゴウ;1
晃;clear, deslumbrante, claro;あきらか;コウ;1
江;creek, inlet, bay;え;コウ;1
洪;deluge, flood, vast;;コウ;1
浩;wide expanse, abundance, vigorous;おおき.い, ひろ.い;コウ;1
溝;gutter, ditch, sewer;みぞ;コウ;1
甲;armor, high (voice), A grade;きのえ;コウ, カン;1
皇;emperor, empereur, emperador;;コウ, オウ;1
稿;draft, copy, manuscript;わら, したがき;コウ;1
紘;large, de gran alcance, espacioso;おおづな, つな, つなぐ;コウ;1
絞;strangle, constrict, wring;しぼ.る, し.める, し.まる;コウ;1
綱;hawser, class (genus), rope;つな;コウ;1
衡;equilibrium, measuring rod, scale;;コウ;1
貢;tribute, support, finance;みつ.ぐ;コウ, ク;1
購;subscription, buy, acquisition;;コウ;1
酵;fermentation, fermentation, fermento;;コウ;1
鋼;steel, acier, acero;はがね;コウ;1
項;paragraph, nape of neck, clause;うなじ;コウ;1
鴻;large bird, wild goose, large;おおとり, ひしくい, おおがり;コウ, ゴウ;1
剛;sturdy, strength, fermeté;;ゴウ;1
拷;torture, beat, torture;;ゴウ;1
豪;overpowering, great, powerful;えら.い;ゴウ;1
克;overcome, kindly, skillfully;か.つ;コク;1
穀;cereals, grain, céréale;;コク;1
酷;cruel, severe, atrocious;ひど.い;コク;1
獄;prison, jail, prison;;ゴク;1
墾;ground-breaking, open up farmland, défrichage;;コン;1
恨;regret, bear a grudge, resentment;うら.む, うら.めしい;コン;1
懇;sociable, kind, courteous;ねんご.ろ;コン;1
