写;copy, be photographed, describe;うつ.す, うつ.る, うつ-;シャ, ジャ;3
者;someone, person, personne;もの;シャ;3
借;borrow, rent, emprunter;か.りる;シャク;3
弱;weak, frail, faible;よわ.い, よわ.る, よわ.まる;ジャク;3
主;lord, chief, master;ぬし, おも, あるじ;シュ, ス, シュウ;3
首;neck, counter for songs and poems, cou;くび;シュ;3
秋;autumn, automne, otoño;あき, とき;シュウ;3
終;end, finish, finir;お.わる, -お.わる, おわ.る;シュウ;3
習;learn, apprendre, aprender;なら.う, なら.い;シュウ, ジュ;3
集;gather, meet, congregate;あつ.まる, あつ.める, つど.う;シュウ;3
住;dwell, reside, live;す.む, す.まう, -ず.まい;ジュウ, ヂュウ, チュウ;3
重;heavy, heap up, pile up;え, おも.い, おも.り;ジュウ, チョウ;3
春;springtime, spring (season), printemps;はる;シュン;3
所;place, lieu, lugar;ところ, -ところ, どころ;ショ;3
暑;sultry, hot, summer heat;あつ.い;ショ;3
乗;ride, power, multiplication;の.る, -の.り, の.せる;ジョウ, ショウ;3
場;location, place, lieu;ば;ジョウ, チョウ;3
色;color, couleur, color;いろ;ショク, シキ;3
心;heart, mind, spirit;こころ, -ごころ;シン;3
森;forest, woods, forêt;もり;シン;3
真;true, reality, Buddhist sect;ま, ま-, まこと;シン;3
親;parent, intimacy, relative;おや, おや-, した.しい;シン;3
進;advance, proceed, progress;すす.む, すす.める;シン;3
図;map, drawing, plan;え, はか.る;ズ, ト;3
世;generation, world, society;よ, さんじゅう;セイ, セ, ソウ;3
正;correct, justice, righteous;ただ.しい, ただ.す, まさ;セイ, ショウ;3
声;voice, voix, voz;こえ, こわ-;セイ, ショウ;3
青;blue, green, bleu;あお, あお-, あお.い;セイ, ショウ;3
赤;red, rouge, rojo;あか, あか-, あか.い;セキ, シャク;3
切;cut, cutoff, be sharp;き.る, -き.る, き.り;セツ, サイ;3
説;opinion, theory, explanation;と.く;セツ, ゼイ;3
洗;wash, inquire into, probe;あら.う;セン;3
早;early, fast, tôt;はや.い, はや, はや-;ソウ, サッ;3
走;run, courir, correr;はし.る;ソウ;3
送;escort, send, escorter;おく.る;ソウ;3
族;tribe, family, tribu;;ゾク;3
村;village, town, village;むら;ソン;3
太;plump, thick, big around;ふと.い, ふと.る;タイ, タ;3
体;body, substance, object;からだ, かたち;タイ, テイ;3
待;wait, depend on, attendre;ま.つ, -ま.ち;タイ;3
貸;lend, prêter, louer;か.す, か.し-, かし-;タイ;3
代;substitute, change, convert;か.わる, かわ.る, かわ.り;ダイ, タイ;3
台;pedestal, a stand, counter for machines and vehicles;うてな, われ, つかさ;ダイ, タイ;3
題;topic, subject, sujet;;ダイ;3
短;short, brevity, fault;みじか.い;タン;3
知;know, wisdom, savoir;し.る, し.らせる;チ;3
地;ground, earth, sol;;チ, ジ;3
池;pond, cistern, pool;いけ;チ;3
茶;tea, thé, hoja de té;;チャ, サ;3
着;don, arrive, wear;き.る, -ぎ, き.せる;チャク, ジャク;3
昼;daytime, noon, journée;ひる;チュウ;3
注;pour, irrigate, shed (tears);そそ.ぐ, さ.す, つ.ぐ;チュウ;3
朝;morning, dynasty, regime;あさ;チョウ;3
町;town, village, block;まち;チョウ;3
鳥;bird, chicken, oiseau;とり;チョウ;3
通;traffic, pass through, avenue;とお.る, とお.り, -とお.り;ツウ, ツ;3
低;lower, short, humble;ひく.い, ひく.める, ひく.まる;テイ;3
弟;younger brother, faithful service to elders, frère cadet;おとうと;テイ, ダイ, デ;3
転;revolve, turn around, change;ころ.がる, ころ.げる, ころ.がす;テン;3
田;rice field, rice paddy, rizière;た;デン;3
都;metropolis, capital, métropole;みやこ;ト, ツ;3
度;degrees, occurrence, time;たび, -た.い;ド, ト, タク;3
冬;winter, hiver, invierno;ふゆ;トウ;3
答;solution, answer, solution;こた.える, こた.え;トウ;3
頭;head, counter for large animals, tête;あたま, かしら, -がしら;トウ, ズ, ト;3
働;work, (kokuji), travailler;はたら.く;ドウ, リュク, リキ;3
動;move, motion, change;うご.く, うご.かす;ドウ;3
同;same, agree, equal;おな.じ;ドウ;3
堂;public chamber, hall, édifice public;;ドウ;3
特;special, spécial, especial;;トク;3
肉;meat, chair, viande;しし;ニク;3
売;sell, vendre, vender;う.る, う.れる;バイ;3
発;departure, discharge, publish;た.つ, あば.く, おこ.る;ハツ, ホツ;3
飯;meal, boiled rice, repas;めし;ハン;3
病;ill, sick, malade;や.む, -や.み, やまい;ビョウ, ヘイ;3
品;goods, refinement, dignity;しな;ヒン, ホン;3
不;negative, non-, bad;;フ, ブ;3
風;wind, air, style;かぜ, かざ-, -かぜ;フウ, フ;3
服;clothing, admit, obey;;フク;3
物;thing, object, matter;もの, もの-;ブツ, モツ;3
文;sentence, literature, style;ふみ, あや;ブン, モン;3
別;separate, branch off, diverge;わか.れる, わ.ける;ベツ;3
便;convenience, facility, excrement;たよ.り;ベン, ビン;3
勉;exertion, endeavour, encourage;つと.める;ベン;3
歩;walk, counter for steps, marcher;ある.く, あゆ.む;ホ, ブ, フ;3
方;direction, person, alternative;かた, -かた, -がた;ホウ;3
妹;younger sister, soeur cadette, hermana menor;いもうと;マイ;3
味;flavor, taste, goût;あじ, あじ.わう;ミ;3
民;people, nation, subjects;たみ;ミン;3
明;bright, light, clair;あ.かり, あか.るい, あか.るむ;メイ, ミョウ, ミン;3
問;question, ask, problem;と.う, と.い, とん;モン;3
門;gate, counter for cannons, portail;かど, と;モン;3
夜;night, evening, nuit;よ, よる;ヤ;3
野;plains, field, rustic;の, の-;ヤ, ショ;3
薬;medicine, chemical, enamel;くすり;ヤク;3
有;possess, have, exist;あ.る;ユウ, ウ;3
夕;evening, soirée, tarde;ゆう;セキ;3
曜;weekday, jour de la semaine, día de la semana;;ヨウ;3
洋;ocean, western style, océan;;ヨウ;3
用;utilize, business, service;もち.いる;ヨウ;3
理;logic, arrangement, reason;ことわり;リ;3
旅;trip, travel, voyage;たび;リョ;3
料;fee, materials, redevance;;リョウ;3
力;power, strength, strong;ちから;リョク, リキ, リイ;3
林;grove, forest, bois (petite forêt);はやし;リン;3
